"item","itemLabel","itemDescription","id"
"http://www.wikidata.org/entity/Q120692564","Ruit in rechthoek","painting by Amédée Cortier, SMAK - Stedelijk Museum voor Actuele Kunst","Q120692564"
"http://www.wikidata.org/entity/Q22277905","Zon en maan (Eigen Druk)","Druck von M. C. Escher","Q22277905"
"http://www.wikidata.org/entity/Q22278666","Olmec ed. 5/100","work of art by Avery Preesman","Q22278666"
"http://www.wikidata.org/entity/Q22280408","Mais où sont-ils ? ed. 27/90","Druck von Pierre Alechinsky","Q22280408"
"http://www.wikidata.org/entity/Q22280432","Meganeudon II ed. 46/200","work of art by Panamarenko","Q22280432"
"http://www.wikidata.org/entity/Q22280705","Bitlis ed. 6/125, Atlantis ed. 6/125, Diodia ed. 6/125, Croydon ed. 6/125, Gramexi ed. 6/125","Druck von Luc Peire","Q22280705"
"http://www.wikidata.org/entity/Q22280688","Figure couché","work of art by Antoine Mortier","Q22280688"
"http://www.wikidata.org/entity/Q22280906","Icarus ed. __/200","work of art by Paul Van Hoeydonck","Q22280906"
"http://www.wikidata.org/entity/Q22280625","""inwaarts-niets"" (studie van engelenhandjes)","painting by Marc Maet","Q22280625"
"http://www.wikidata.org/entity/Q22262131","Precision","work of art by Cathy Wilkes","Q22262131"
"http://www.wikidata.org/entity/Q22255986","64 Polaroid Prints","photograph","Q22255986"
"http://www.wikidata.org/entity/Q22255997","+-o n° 12-2/1976","photograph","Q22255997"
"http://www.wikidata.org/entity/Q22260707","Press Czar - telling the story of Randolph Hearst","photograph","Q22260707"
"http://www.wikidata.org/entity/Q22255589","Twisted Strings","work of art by Walter Leblanc","Q22255589"
"http://www.wikidata.org/entity/Q22250436","Wailing Wall","installatie van David Bade","Q22250436"
"http://www.wikidata.org/entity/Q22269481","A Day Of Depression","photograph","Q22269481"
"http://www.wikidata.org/entity/Q22269479","The Sleepers","photograph","Q22269479"
"http://www.wikidata.org/entity/Q22256989","Abstract","painting by Roger Raveel","Q22256989"
"http://www.wikidata.org/entity/Q108742775","DNA","tekeningen van Katambayi Mukendi, Jean","Q108742775"
"http://www.wikidata.org/entity/Q108742260","Coal Bunkers","foto's van Becher, Bernd & Hilla","Q108742260"
"http://www.wikidata.org/entity/Q108742467","<<<AUTO-LOGIC COLOR VACCIN>> Samples 1990/1994 'De schoenen van de buurman'","sculptuur van D.C, Franky","Q108742467"
"http://www.wikidata.org/entity/Q108742685","Cavoli nella neve","sculptuur van Gilardi, Piero","Q108742685"
"http://www.wikidata.org/entity/Q108742759","Abri pour un philanthrope","sculptuur van Imschoot, Jan Van","Q108742759"
"http://www.wikidata.org/entity/Q108742471","Welttheater >79<","installatie van   Darboven, Hanne","Q108742471"
"http://www.wikidata.org/entity/Q108742914","Communism never happened","tekeningen van Mureşan, Ciprian","Q108742914"
"http://www.wikidata.org/entity/Q108742880","Kopfschmerz","schilderij van Mannaers, Werner","Q108742880"
"http://www.wikidata.org/entity/Q108743343","Homage à Mondriaan-Monet (thema I)","schilderij van Verheyen, Jef","Q108743343"
"http://www.wikidata.org/entity/Q22260681","Untitled","work of art by Thom Merrick (SMAK 2292)","Q22260681"
"http://www.wikidata.org/entity/Q22269231","Untitled","work of art by Luc Tuymans (SMAK 3589)","Q22269231"
"http://www.wikidata.org/entity/Q22269293","Untitled","work of art by Luc Tuymans (SMAK 3598)","Q22269293"
"http://www.wikidata.org/entity/Q22253141","Twee figuren","work of art by Eugène Dodeigne","Q22253141"
"http://www.wikidata.org/entity/Q22250574","Der Motor (Zwei Teile)","painting by Joseph Beuys","Q22250574"
"http://www.wikidata.org/entity/Q22250643","Das Loch","painting by Joseph Beuys","Q22250643"
"http://www.wikidata.org/entity/Q22250674","Raumlich - Plastisch","painting by Joseph Beuys","Q22250674"
"http://www.wikidata.org/entity/Q22254882","zonder titel","work of art by Milan Grygar","Q22254882"
"http://www.wikidata.org/entity/Q22255917","zonder titel","work of art by Marcel Maeyer","Q22255917"
"http://www.wikidata.org/entity/Q22250799","I","videokunst (kunstwerken) van Elke Boon","Q22250799"
"http://www.wikidata.org/entity/Q22257037","zonder titel","tekening van Ludwig Redl","Q22257037"
"http://www.wikidata.org/entity/Q22259562","zonder titel","work of art by Roland Van Den Berghe","Q22259562"
"http://www.wikidata.org/entity/Q22259873","zonder titel","tekening van Dan Van Severen (SMAK 1530)","Q22259873"
"http://www.wikidata.org/entity/Q22266353","De Banken Zijn De Struikrovers Van Onze Tijd","Druck von Willem Oorebeek","Q22266353"
"http://www.wikidata.org/entity/Q22250591","Celtic + ~~~","video art by Joseph Beuys","Q22250591"
"http://www.wikidata.org/entity/Q22250412","Leider, Leider","work of art by Martin Assig","Q22250412"
"http://www.wikidata.org/entity/Q22250543","Staumotor","drawing by Joseph Beuys","Q22250543"
"http://www.wikidata.org/entity/Q22250628","Untitled (ohne Titel 1963)","drawing by Joseph Beuys","Q22250628"
"http://www.wikidata.org/entity/Q22250866","Miroir d'Époque Regency","sculpture by Marcel Broodthaers","Q22250866"
"http://www.wikidata.org/entity/Q22250768","Reliëf","work of art by André Bogaert","Q22250768"
"http://www.wikidata.org/entity/Q22251091","La faute d'orthographe (Mea Culpa) Epreuve d'Artiste 16/XX","work of art by Marcel Broodthaers","Q22251091"
"http://www.wikidata.org/entity/Q22250853","Vida Esquimal (entrance room)","installation by Ricardo Brey","Q22250853"
"http://www.wikidata.org/entity/Q22251273","En lisant la Lorelei, Wie ich die Lorelei gelesen habe","book by Marcel Broodthaers","Q22251273"
"http://www.wikidata.org/entity/Q22251047","Tractatus Logico-Catalogicus ed. 56/100","work of art by Marcel Broodthaers","Q22251047"
"http://www.wikidata.org/entity/Q22251570","Beauty goes Avant-garde","Zeichnung von James Lee Byars","Q22251570"
"http://www.wikidata.org/entity/Q22251131","Un coup de dés jamais n'abolira le hasard: Image","book by Marcel Broodthaers","Q22251131"
"http://www.wikidata.org/entity/Q22251688","Groene nuances","painting by Jac (Jacques) Charoux","Q22251688"
"http://www.wikidata.org/entity/Q22251755","Installatie om een flikkerende gloeilamp af te schieten boven Milaan","installatie van   Copers, Leo","Q22251755"
"http://www.wikidata.org/entity/Q22251850","Lland Stival ed. 76/120","work of art by René Daniels","Q22251850"
"http://www.wikidata.org/entity/Q22251783","Printemps sauvage","painting by Corneille","Q22251783"
"http://www.wikidata.org/entity/Q22251780","Victor de F","work of art by Patrick Corillon","Q22251780"
"http://www.wikidata.org/entity/Q22251938","Slang","work of art by Hugo Debaere","Q22251938"
"http://www.wikidata.org/entity/Q22252114","Small Smell Garden","work of art by Peter De Cupere","Q22252114"
"http://www.wikidata.org/entity/Q22252085","Trou Madame (Matrijs)","work of art by Thierry de Cordier","Q22252085"
"http://www.wikidata.org/entity/Q22252470","Panem et Circenses I","sculpture by Wim Delvoye","Q22252470"
"http://www.wikidata.org/entity/Q22252816","Colombage","sculpture by Daniel Dezeuze","Q22252816"
"http://www.wikidata.org/entity/Q22252157","The Guarded Gate","sculpture by Georgette De Groote-Tanghe","Q22252157"
"http://www.wikidata.org/entity/Q22253116","Two Hearts (Opera)","painting by Jim Dine (collection S.M.A.K.)","Q22253116"
"http://www.wikidata.org/entity/Q22252501","Gebroken claustra (Ingekeepte massa nr 10/11)","painting by Jos De Mey","Q22252501"
"http://www.wikidata.org/entity/Q22252457","Propagaz D1","sculpture by Wim Delvoye","Q22252457"
"http://www.wikidata.org/entity/Q22253591","Homo Infinitus","work of art by Maurizio Elettrico","Q22253591"
"http://www.wikidata.org/entity/Q22252742","Bergmeer","work of art by Fons (Alfons) De Vogelaere","Q22252742"
"http://www.wikidata.org/entity/Q22252875","Bist du der Römer ?","work of art by Roel D'Haese","Q22252875"
"http://www.wikidata.org/entity/Q22252715","Rope","work of art by Yves De Smet","Q22252715"
"http://www.wikidata.org/entity/Q22253093","Veranda","painting by Karel Dierickx","Q22253093"
"http://www.wikidata.org/entity/Q22254274","light on light on sacks","installatie van   Flanagan, Barry","Q22254274"
"http://www.wikidata.org/entity/Q22253489","Roze Hoek","sculpture by Lili Dujourie","Q22253489"
"http://www.wikidata.org/entity/Q22254046","Andy Warhol by Nat Finkelstein ed. 22/50","videokunst (kunstwerken) van Nat Finkelstein","Q22254046"
"http://www.wikidata.org/entity/Q22254893","Yellow Spaces and Red Channels","work of art by Kristján Gudmundsson","Q22254893"
"http://www.wikidata.org/entity/Q22255329","Financial Times from the series ""I Am You"", ed. 15/300","work of art by Peter Kogler","Q22255329"
"http://www.wikidata.org/entity/Q22255496","A la cinco de la tarde","videoart by Marie-Jo Lafontaine","Q22255496"
"http://www.wikidata.org/entity/Q22254501","5 Raderingen (""Dobbelthovede/addering"", ""Pige og hund"", ""Hukomenelse"", ""Healer/Perspektiv"", ""U.T."")","work of art by Erik A. Frandsen","Q22254501"
"http://www.wikidata.org/entity/Q22255472","Epicentre","sculpture by Joseph Kurhajec","Q22255472"
"http://www.wikidata.org/entity/Q22254541","Ahava","work of art by Atsmon Ganor","Q22254541"
"http://www.wikidata.org/entity/Q22254618","Geel, rood, blauw enz...","installatie van Jef Geys","Q22254618"
"http://www.wikidata.org/entity/Q22254534","Le neant luit","painting by Jean-Jacques Gailliard","Q22254534"
"http://www.wikidata.org/entity/Q22255355","Text / Context (Ghent)","press-work by Joseph Kosuth","Q22255355"
"http://www.wikidata.org/entity/Q22255368","White Plaster Wall","work of art by Joseph Kosuth","Q22255368"
"http://www.wikidata.org/entity/Q22254848","Akustische Zeichnung III","work of art by Milan Grygar","Q22254848"
"http://www.wikidata.org/entity/Q22255427","Without Title","installation by Mariusz Kruk","Q22255427"
"http://www.wikidata.org/entity/Q22255844","Driftwood Line","sculpture by Richard Long","Q22255844"
"http://www.wikidata.org/entity/Q22254858","Akustische Zeichnung II","work of art by Milan Grygar","Q22254858"
"http://www.wikidata.org/entity/Q22255941","Fox/mouse/belt","work of art by Mark Manders","Q22255941"
"http://www.wikidata.org/entity/Q22256196","Grilles se déformant","sculpture by François Morellet","Q22256196"
"http://www.wikidata.org/entity/Q22255214","Heilige Jungfrau","work of art by Tadeusz Kantor","Q22255214"
"http://www.wikidata.org/entity/Q22255048","Transformator","videokunst (kunstwerken) van Thomas Hirschhorn","Q22255048"
"http://www.wikidata.org/entity/Q22261206","Non 1882/1960","painting by Auguste Herbin","Q22261206"
"http://www.wikidata.org/entity/Q22256264","Two Watchmen","sculpture by Juan Muñoz","Q22256264"
"http://www.wikidata.org/entity/Q22255382","zonder titel uit de reeks ""I Am You"", ed. 15/300","work of art by Jannis Kounellis","Q22255382"
"http://www.wikidata.org/entity/Q22255750","Comme à Ostende III","Zeichnung von Jules Lismonde","Q22255750"
"http://www.wikidata.org/entity/Q22256513","The Aeromodeller","work of art by Panamarenko","Q22256513"
"http://www.wikidata.org/entity/Q22256572","Untitled (beige-grey-orange-yellow-petroleum blue teal)","work of art by Jorge Pardo","Q22256572"
"http://www.wikidata.org/entity/Q22255961","Idool","painting by Pol Mara","Q22255961"
"http://www.wikidata.org/entity/Q22255948","Multiple Panel Painting nr.","Druck von Robert Mangold","Q22255948"
"http://www.wikidata.org/entity/Q22256156","Compositie 8-64","painting by Philippe Morel","Q22256156"
"http://www.wikidata.org/entity/Q22255870","zonder titel (Visitation)","work of art by Jim Lutes","Q22255870"
"http://www.wikidata.org/entity/Q22255980","Sailing ships","work of art by Danny Matthys","Q22255980"
"http://www.wikidata.org/entity/Q22257303","Belgian Blues","installatie van   Schütte, Thomas","Q22257303"
"http://www.wikidata.org/entity/Q22256008","Ridder","painting by Rudolf Meerbergen","Q22256008"
"http://www.wikidata.org/entity/Q22257153","J. Renzel","work of art by Thomas Ruff","Q22257153"
"http://www.wikidata.org/entity/Q22257068","Prismatische sculpturen met beschilderde zijde","work of art by Barthel Ritzen","Q22257068"
"http://www.wikidata.org/entity/Q22256358","Booth - The Big Plunge","work of art by Cady Noland","Q22256358"
"http://www.wikidata.org/entity/Q22256967","Witte structuur","painting by Tomas Rajlich","Q22256967"
"http://www.wikidata.org/entity/Q22256501","Blauer Aschenbecher und ein Päckchen Parisiennes","work of art by Meret Oppenheim","Q22256501"
"http://www.wikidata.org/entity/Q22256233","uitvoeringsplan F4/5230/03 voor ""Piëta"", kunstwerk nr. II in het Ijzer Station van de Brusselse Metro","work of art by Antoine Mortier","Q22256233"
"http://www.wikidata.org/entity/Q22256565","Bing of the Ferro Lusto ed. 9/10","work of art by Panamarenko","Q22256565"
"http://www.wikidata.org/entity/Q22256377","Ohne Titel","tekening van Oswald Oberhuber","Q22256377"
"http://www.wikidata.org/entity/Q22256337","Untitled # 3 ed. 2/10","work of art by Nic Nicosia","Q22256337"
"http://www.wikidata.org/entity/Q22256662","Barrel Construction Double Curvature at Right Angles 9","work of art by Royden Rabinowitch","Q22256662"
"http://www.wikidata.org/entity/Q22257281","Wo Ich Was Soll","work of art by ManfreDu Schu","Q22257281"
"http://www.wikidata.org/entity/Q22256474","Scale Model","work of art by Dennis Oppenheim (SMAK 1033)","Q22256474"
"http://www.wikidata.org/entity/Q22256484","Scale Model","work of art by Dennis Oppenheim (SMAK 1035)","Q22256484"
"http://www.wikidata.org/entity/Q22256557","Paradox II-schip","tekening van Panamarenko","Q22256557"
"http://www.wikidata.org/entity/Q22256625","Kubusstructuur, deel van zijn installatie van de tentoonstelling ""Triptico""-Europalia Portugal, 1991.","work of art by Pedro Portugal","Q22256625"
"http://www.wikidata.org/entity/Q22256801","Barrel Construction Double Curvature at Right Angles 3","work of art by Royden Rabinowitch","Q22256801"
"http://www.wikidata.org/entity/Q22256841","Discrete Left Oblique Green Grease Cone","work of art by Royden Rabinowitch","Q22256841"
"http://www.wikidata.org/entity/Q22256769","Hollow Panel, A2","work of art by Royden Rabinowitch","Q22256769"
"http://www.wikidata.org/entity/Q22256773","Hollow Panel, A5","work of art by Royden Rabinowitch","Q22256773"
"http://www.wikidata.org/entity/Q22256647","Rood schilderij","work of art by Avery Preesman","Q22256647"
"http://www.wikidata.org/entity/Q22256909","Barrel Construction Double Curvature at Right Angles 10","work of art by Royden Rabinowitch","Q22256909"
"http://www.wikidata.org/entity/Q22257002","Bord gerealiseerd voor het St. Jacobsplein in het kader van het ""Affiche-Happening""-project voor de Gentse Feesten 1989.","work of art by Roger Raveel","Q22257002"
"http://www.wikidata.org/entity/Q22256739","Universal Plumbob","sculpture by Royden Rabinowitch","Q22256739"
"http://www.wikidata.org/entity/Q22256823","Somatic Constructions on Vertical Planes I","Zeichnung von Royden Rabinowitch","Q22256823"
"http://www.wikidata.org/entity/Q22256836","Somatic Constructions on Vertical Planes XV","Zeichnung von Royden Rabinowitch","Q22256836"
"http://www.wikidata.org/entity/Q22257158","Osman Cem Celant","work of art by Thomas Ruff","Q22257158"
"http://www.wikidata.org/entity/Q22257093","Spel met vogels","painting by Anton Rooskens","Q22257093"
"http://www.wikidata.org/entity/Q22254814","Lenz","work of art by Rodney Graham","Q22254814"
"http://www.wikidata.org/entity/Q22262349","The House of Opportunity – Long Model","painting by Michaël Borremans","Q22262349"
"http://www.wikidata.org/entity/Q22258212","e/a ""Doforok VI"" of ""Dotorok VI"" (onduidelijk opschrift)","Druck von Tamás Szikora","Q22258212"
"http://www.wikidata.org/entity/Q22258294","e/a ""objet"" ed. 5/50","Druck von Tamás Szikora","Q22258294"
"http://www.wikidata.org/entity/Q22258380","Circuito Chiuso","painting by Emilio Tadini","Q22258380"
"http://www.wikidata.org/entity/Q22259556","Het zevende zegel","work of art by Philippe Vandenberg","Q22259556"
"http://www.wikidata.org/entity/Q22259720","Oeuvre lumière","work of art by Paul Van Hoeydonck","Q22259720"
"http://www.wikidata.org/entity/Q22258808","Wereldbol met huisjes","work of art by Koen Theys","Q22258808"
"http://www.wikidata.org/entity/Q22259996","L'anonyme du dripping","work of art by Jacques Villeglé","Q22259996"
"http://www.wikidata.org/entity/Q22260080","Lemurenkopf I","Sculpture by Franz West in S.M.A.K.","Q22260080"
"http://www.wikidata.org/entity/Q22260086","Lemurenkopf II","Sculpture by Franz West in S.MA.K.","Q22260086"
"http://www.wikidata.org/entity/Q22260467","Reliëf blauw-zwart","painting by Amédée Cortier","Q22260467"
"http://www.wikidata.org/entity/Q22260311","In Gent we opened a window","installation by Carla Accardi","Q22260311"
"http://www.wikidata.org/entity/Q22259700","Abstrakt","tekening van Paul Van Gysegem (SMAK 1488)","Q22259700"
"http://www.wikidata.org/entity/Q22260521","Odessa, Oekraïne, 11 augustus 1993","work of art by Rineke Dijkstra","Q22260521"
"http://www.wikidata.org/entity/Q22260740","Feltra","sculpture by Panamarenko","Q22260740"
"http://www.wikidata.org/entity/Q22260808","La Sibérie d'Estrémadure (III)","installatie van   Vostell, Wolf","Q22260808"
"http://www.wikidata.org/entity/Q22259725","Space Things","work of art by Paul Van Hoeydonck","Q22259725"
"http://www.wikidata.org/entity/Q22260029","Braun, zonder titel","work of art by Lois Weinberger","Q22260029"
"http://www.wikidata.org/entity/Q22259953","Hommage à Mondriaan - Monet","work of art by Jef Verheyen","Q22259953"
"http://www.wikidata.org/entity/Q22259892","Nooit meer modern-III","work of art by Willy Van Sompel","Q22259892"
"http://www.wikidata.org/entity/Q22259948","La flèche de Zénon","work of art by Jef Verheyen","Q22259948"
"http://www.wikidata.org/entity/Q22260187","Ohne Titel","work of art by Heimo Zobernig","Q22260187"
"http://www.wikidata.org/entity/Q22260201","Untitled (red)","work of art by Heimo Zobernig","Q22260201"
"http://www.wikidata.org/entity/Q22260268","The Urgent Dance ed. 98/150","work of art by Marina Abramovic","Q22260268"
"http://www.wikidata.org/entity/Q22260606","Brandenburg Series-White Cog and Wreath","work of art by Attila Richard Lukacs","Q22260606"
"http://www.wikidata.org/entity/Q22261731","B.E.-H.O.-96","work of art by Dirk Braeckman","Q22261731"
"http://www.wikidata.org/entity/Q22260865","Auto-portrait ed. 11/15","Druck von Gaston Bertrand","Q22260865"
"http://www.wikidata.org/entity/Q22260903","Christo ed. 8/200","work of art by Jan Burssens","Q22260903"
"http://www.wikidata.org/entity/Q22260879","Ex Ovo Omnia. Intra Parietem, In Pariete, Extra Parieten, In Centro, Centrum (Study)","collage van Jean-Sylvain Bieth","Q22260879"
"http://www.wikidata.org/entity/Q22261562","Torsions Mobilo-Static","work of art by Walter Leblanc","Q22261562"
"http://www.wikidata.org/entity/Q22262014","Bach Two Part Invention # 9 AV","installatie van   Horowitz, Jonathan","Q22262014"
"http://www.wikidata.org/entity/Q22260931","Surrounded Islands ISLAND NO.14","Druck von Christo","Q22260931"
"http://www.wikidata.org/entity/Q22261215","30ème Anniversaire du déclenchement de la lutte de Libération","druk van Pierre-Alain Hubert","Q22261215"
"http://www.wikidata.org/entity/Q22260960","Surrounded Islands DETAILS","Druck von Christo","Q22260960"
"http://www.wikidata.org/entity/Q22260969","Surrounded Islands LOCATION MAP","Druck von Christo","Q22260969"
"http://www.wikidata.org/entity/Q22261211","Ein Ausschnitt aus seinem Schaffen","Boek van Auguste Herbin","Q22261211"
"http://www.wikidata.org/entity/Q22261025","ter gelegenheid van het 150-jarig bestaan van belgië verklaar ik het land tot puin(hoop).","Druck von Johan Dehollander","Q22261025"
"http://www.wikidata.org/entity/Q22261193","La La La ed. 15/50","Druck von Marc Goethals","Q22261193"
"http://www.wikidata.org/entity/Q22261159","titel?","painting by Anny Fourtina","Q22261159"
"http://www.wikidata.org/entity/Q22261337","Meer ed. 38/250","Druck von Gerhard Richter","Q22261337"
"http://www.wikidata.org/entity/Q22261371","Konstructie ed. 7/200","Druck von Jan Van den Abbeel","Q22261371"
"http://www.wikidata.org/entity/Q22261249","zonder titel ed. 94/120","Druck von Renée Lodewijckx","Q22261249"
"http://www.wikidata.org/entity/Q22261416","Le repos des guerriers (Les otages) ed. 4/6 (3de staat)","Druck von Roger Wittevrongel","Q22261416"
"http://www.wikidata.org/entity/Q22261279","Zonder titel ed. 4/10","work of art by Marcel Maeyer","Q22261279"
"http://www.wikidata.org/entity/Q22261456","Opération à coeur brisé","Zeichnung von Christian Dotremont","Q22261456"
"http://www.wikidata.org/entity/Q22261530","Le chantier","work of art by Gaston Bertrand","Q22261530"
"http://www.wikidata.org/entity/Q22261401","Zonder titel ed. 63/125","Druck von Roger Wittevrongel","Q22261401"
"http://www.wikidata.org/entity/Q22261468","Vogelnesten (Een nieuwe dageraad vol vogels)","work of art by Corneille","Q22261468"
"http://www.wikidata.org/entity/Q22261635","Ohne Titel","Zeichnung von Oswald Oberhuber","Q22261635"
"http://www.wikidata.org/entity/Q22261834","1994 X 9","work of art by Ronny Delrue","Q22261834"
"http://www.wikidata.org/entity/Q22261848","1997, XI, 1","work of art by Ronny Delrue","Q22261848"
"http://www.wikidata.org/entity/Q22261886","A Thin Line In Time: Distinguishing Between Letting Go And Not Caring ed. 100/100","Druck von Jessica Diamond","Q22261886"
"http://www.wikidata.org/entity/Q22261751","Kruisigings-ontwerp  A.B.C.","drawing by Thierry de Cordier at S.M.A.K.","Q22261751"
"http://www.wikidata.org/entity/Q22261940","Brieven aan Roger - Time: The election","work of art by Jef Geys","Q22261940"
"http://www.wikidata.org/entity/Q22261967","Brieven aan Roger - Affiche Bar 900","work of art by Jef Geys","Q22261967"
"http://www.wikidata.org/entity/Q22261893","Glitter Bra","work of art by Marlene Dumas","Q22261893"
"http://www.wikidata.org/entity/Q22262022","Bidrag til Danmarks samlede erindringer","work of art by Erik A. Frandsen","Q22262022"
"http://www.wikidata.org/entity/Q22262163","Ohne Titel","Zeichnung von Oswald Oberhuber","Q22262163"
"http://www.wikidata.org/entity/Q22262171","Ohne Titel","Zeichnung von Oswald Oberhuber","Q22262171"
"http://www.wikidata.org/entity/Q22262175","Ohne Titel","Zeichnung von Oswald Oberhuber","Q22262175"
"http://www.wikidata.org/entity/Q22262185","Ohne Titel","Zeichnung von Oswald Oberhuber","Q22262185"
"http://www.wikidata.org/entity/Q22262105","Reparts dans 54 x 9 boîtes","work of art by Jean-Pierre Bertrand","Q22262105"
"http://www.wikidata.org/entity/Q22262180","Ohne Titel","work of art by Oswald Oberhuber (SMAK 3349)","Q22262180"
"http://www.wikidata.org/entity/Q22262241","Ohne Titel","Zeichnung von Oswald Oberhuber","Q22262241"
"http://www.wikidata.org/entity/Q22262234","Ohne Titel","work of art by Oswald Oberhuber (SMAK 3360)","Q22262234"
"http://www.wikidata.org/entity/Q22262270","Zonder Titel","work of art by René Heyvaert (SMAK 3369)","Q22262270"
"http://www.wikidata.org/entity/Q22266300","Portrait (anti-reflex version)","work of art by Carsten Nicolai","Q22266300"
"http://www.wikidata.org/entity/Q22266295","The Spielmacher","painting by Vincent Geyskens","Q22266295"
"http://www.wikidata.org/entity/Q22266382","Synchro-tafel","sculpture by Suchan Kinoshita","Q22266382"
"http://www.wikidata.org/entity/Q22266628","Nocturnal Garden Scene","sculpture by Mark Manders","Q22266628"
"http://www.wikidata.org/entity/Q22266843","Le Pense Bête","sculpture by Marcel Broodthaers","Q22266843"
"http://www.wikidata.org/entity/Q22266332","2 trames 0° - 90°, blanc sur noir","work of art by François Morellet","Q22266332"
"http://www.wikidata.org/entity/Q22266337","4 trames 3°, 87°, 93°, 177°","work of art by François Morellet","Q22266337"
"http://www.wikidata.org/entity/Q22266369","Cage for Galago Crassicaudata (Thick Tailed Galago)","sculpture by Wesley Meuris","Q22266369"
"http://www.wikidata.org/entity/Q22266282","The Meeting","work of art by Tony Bevan","Q22266282"
"http://www.wikidata.org/entity/Q22266373","PIRELLI-PORTAL","work of art by Willem Oorebeek","Q22266373"
"http://www.wikidata.org/entity/Q22266274","Zonder Titel","work of art by Gunther Förg","Q22266274"
"http://www.wikidata.org/entity/Q22266324","tableau 5°, 95° avec les deux diagonales d'un carré 0°, 90°","work of art by François Morellet","Q22266324"
"http://www.wikidata.org/entity/Q22266286","Van Dyckscreen","videokunst (kunstwerken) van Willem Oorebeek","Q22266286"
"http://www.wikidata.org/entity/Q22266872","21 Dagboektekeningen (dinsdag 17/09/1996)","tekening van Ronny Delrue","Q22266872"
"http://www.wikidata.org/entity/Q22266829","Interférences de 25 tirets 0° - 25 tirets 90°","work of art by François Morellet","Q22266829"
"http://www.wikidata.org/entity/Q22267162","21 Dagboektekeningen (15/7/97)","tekening van Ronny Delrue","Q22267162"
"http://www.wikidata.org/entity/Q22267501","21 Dagboektekeningen (Gent 2000)","tekening van Ronny Delrue","Q22267501"
"http://www.wikidata.org/entity/Q22267564","21 Dagboektekeningen (dinsdag 8/07/1997)","tekening van Ronny Delrue","Q22267564"
"http://www.wikidata.org/entity/Q22268094","Assoziative Wortkörper - Geben","work of art by Mark Manders","Q22268094"
"http://www.wikidata.org/entity/Q22267786","Zonder titel (Leda met zwaan)","tekening van Jan Fabre","Q22267786"
"http://www.wikidata.org/entity/Q22269195","Palm I & II","sculpture by Peter Rogiers","Q22269195"
"http://www.wikidata.org/entity/Q22268507","Space Fragment","work of art by Stanley Brouwn","Q22268507"
"http://www.wikidata.org/entity/Q22269160","No Title 278","tekening van Ante Timmermans","Q22269160"
"http://www.wikidata.org/entity/Q22269211","OPUS 5 - Cornet Rilke","work of art by Toon Tersas","Q22269211"
"http://www.wikidata.org/entity/Q22269468","Das Fehlen","work of art by Werner Mannaers","Q22269468"
"http://www.wikidata.org/entity/Q22269354","Me and Rafel","painting by Wilhelm Sasnal","Q22269354"
"http://www.wikidata.org/entity/Q22269457","Mobile Landschaft","work of art by Lois Weinberger","Q22269457"
"http://www.wikidata.org/entity/Q22269491","My Brother's Garden","videokunst (kunstwerken) van Hans Op de Beeck","Q22269491"
"http://www.wikidata.org/entity/Q22269595","titel?","painting by Rob Birza","Q22269595"
"http://www.wikidata.org/entity/Q22269681","Pink Packing Peanut Suppressed By A Catch","work of art by Michael Ross","Q22269681"
"http://www.wikidata.org/entity/Q22269879","Insect Musician (Blue Ghost)","work of art by Michael Ross","Q22269879"
"http://www.wikidata.org/entity/Q22269923","Yuki-Onna (The Woman Of The Snow)","work of art by Michael Ross","Q22269923"
"http://www.wikidata.org/entity/Q22270143","Go Home","sculpture by Henk Visch","Q22270143"
"http://www.wikidata.org/entity/Q22271860","Ensemble autour de MUR","installatie van   Tuerlinckx, Joëlle","Q22271860"
"http://www.wikidata.org/entity/Q22271111","Theme Song","video artwork","Q22271111"
"http://www.wikidata.org/entity/Q22271989","Melrose Ave, balloons","painting by Koen van den Broek","Q22271989"
"http://www.wikidata.org/entity/Q22277196","Eurasienstab","œuvre de Joseph Beuys","Q22277196"
"http://www.wikidata.org/entity/Q22277063","De geopereerde wolk","work of art by Maio Wassenberg","Q22277063"
"http://www.wikidata.org/entity/Q22277035","Same same but over the edges","work of art by Navin Rawanchaikul","Q22277035"
"http://www.wikidata.org/entity/Q22277387","Apri bene la bocca ed. 200/200","Druck von Joseph Beuys","Q22277387"
"http://www.wikidata.org/entity/Q22277417","Blue lagoon","sculpture by Peter Rogiers","Q22277417"
"http://www.wikidata.org/entity/Q22277606","FAUST ed. 1/4","work of art by Sarah Ortmeyer","Q22277606"
"http://www.wikidata.org/entity/Q22277771","Boven en Onder ed. 5/36","Druck von M. C. Escher","Q22277771"
"http://www.wikidata.org/entity/Q22277945","Rimpeling (Eigen Druk)","Druck von M. C. Escher","Q22277945"
"http://www.wikidata.org/entity/Q22279378","Emotional Machine (VW with Marcel Broodthaers)","installatie van   Kusolwong, Surasi","Q22279378"
"http://www.wikidata.org/entity/Q22278504","Die Schatten erinnern an nichts e.a.","work of art by Dieter Appelt","Q22278504"
"http://www.wikidata.org/entity/Q22278471","zonder titel ed. 100/100","work of art by Frans Gentils","Q22278471"
